Feature ID	Taxon
seq2691	Bacteria; Proteobacteria; Alphaproteobacteria; Puniceispirillales; Puniceispirillales_Incertae_Sedis; Constrictibacter; none
seq2692	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; Taibaiella; none
seq2693	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; none; none
seq2694	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Nocardia; none
seq2695	Eukaryota; none; none; none; none; none; none
seq2696	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; none
seq2697	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq2698	Eukaryota; none; none; none; none; none; none
seq2699	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Patulibacter; none
seq2700	Bacteria; Firmicutes; Clostridia; M55-D21; none; none; none
seq2701	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; none; none
seq2702	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; none; none
seq2703	Bacteria; Firmicutes; none; none; none; none; none
seq2704	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; none; none
seq2705	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2706	Bacteria; Acidobacteria; Acidobacteriia; Solibacterales; Solibacteraceae_(Subgroup_3); Bryobacter; none
seq2707	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq2708	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq2709	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq2710	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Solibacillus; none
seq2711	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2712	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq2713	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; none; none; none
seq2714	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Aeromicrobium; none
seq2715	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; none
seq2716	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae; Idiomarina; indica
seq2717	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq2718	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; none
seq2719	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq2720	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq2721	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Gryllotalpicola; none
seq2722	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq2723	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; none; none; none
seq2724	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq2725	Bacteria; Gemmatimonadetes; S0134_terrestrial_group; none; none; none; none
seq2726	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq2727	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; none; none
seq2728	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_13; none
seq2729	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq2730	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq2731	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Jeotgalibaca; none
seq2732	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylovirgula; ligni
seq2733	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_15; cochlearium
seq2734	Bacteria; Gemmatimonadetes; S0134_terrestrial_group; none; none; none; none
seq2735	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Verticia; none
seq2736	Eukaryota; none; none; none; none; none; none
seq2737	Eukaryota; none; none; none; none; none; none
seq2738	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq2739	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Leucobacter; none
seq2740	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium_5; none
seq2741	Eukaryota; none; none; none; none; none; none
seq2742	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria_Incertae_Sedis; Unknown_Family; Acidibacter; none
seq2743	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Nocardiopsis; none
seq2744	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_2; Alkaliphilus; none
seq2745	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; none; none
seq2746	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq2747	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Gracilibacillus; none
seq2748	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Anaerosalibacter; bizertensis
seq2749	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq2750	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq2751	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Chelativorans; none
seq2752	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Phaselicystidaceae; Phaselicystis; none
seq2753	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq2754	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq2755	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter; none
seq2756	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; none
seq2757	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; none
seq2758	Eukaryota; none; none; none; none; none; none
seq2759	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq2760	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2761	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq2762	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; none
seq2763	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; contaminans
seq2764	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq2765	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Burkholderia-Caballeronia-Paraburkholderia; none
seq2766	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_15; cochlearium
seq2767	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq2768	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq2769	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2770	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq2771	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; none
seq2772	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2773	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq2774	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq2775	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2776	Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; none; none; none
seq2777	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; contaminans
seq2778	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq2779	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; none
seq2780	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Enterobacter; none
seq2781	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; none; none; none
seq2782	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2783	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq2784	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; none; none
seq2785	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; Thermopolyspora; flexuosa
seq2786	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq2787	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; Niabella; none
seq2788	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq2789	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq2790	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; Limnochorda; none
seq2791	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq2792	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Bhargavaea; indica
seq2793	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq2794	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq2795	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq2796	Eukaryota; none; none; none; none; none; none
seq2797	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Cohnella; none
seq2798	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; safensis
seq2799	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Gordonia; paraffinivorans
seq2800	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Citricoccus; none
seq2801	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq2802	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Gallicola; none
seq2803	Eukaryota; none; none; none; none; none; none
seq2804	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharopolyspora; none
seq2805	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq2806	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq2807	Eukaryota; none; none; none; none; none; none
seq2808	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; none; none
seq2809	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; none
seq2810	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Microlunatus; none
seq2811	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; none; none
seq2812	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; none; none
seq2813	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Craurococcus; none
seq2814	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq2815	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Agromyces; none
seq2816	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Phaselicystidaceae; Phaselicystis; none
seq2817	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq2818	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Globicatella; sulfidifaciens
seq2819	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; none; none
seq2820	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq2821	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; none
seq2822	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq2823	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura; keratinilytica
seq2824	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Aeribacillus; pallidus
seq2825	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Chelativorans; none
seq2826	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Chelativorans; none
seq2827	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq2828	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_2; none; none
seq2829	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq2830	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; none; none
seq2831	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq2832	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq2833	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq2834	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Atopostipes; suicloacalis
seq2835	Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; none; none; none
seq2836	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; DSSF69; none
seq2837	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Salinimicrobium; none
seq2838	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella; none
seq2839	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq2840	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; Iamiaceae; Iamia; none
seq2841	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_8; none
seq2842	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas; none
seq2843	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq2844	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Stackebrandtia; none
seq2845	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Thermocrispum; municipale
seq2846	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Pusillimonas; none
seq2847	Bacteria; Actinobacteria; Nitriliruptoria; Euzebyales; Euzebyaceae; none; none
seq2848	Bacteria; Planctomycetes; Planctomycetacia; Isosphaerales; Isosphaeraceae; none; none
seq2849	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; none; none
seq2850	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq2851	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq2852	Bacteria; Verrucomicrobia; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq2853	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Actinophytocola; none
seq2854	Bacteria; Firmicutes; Clostridia; Clostridiales; Heliobacteriaceae; Hydrogenispora; none
seq2855	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq2856	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Thermobispora; none
seq2857	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2858	Bacteria; Proteobacteria; Alphaproteobacteria; Puniceispirillales; Puniceispirillales_Incertae_Sedis; Constrictibacter; none
seq2859	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq2860	Bacteria; Chloroflexi; Anaerolineae; Caldilineales; Caldilineaceae; none; none
seq2861	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq2862	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2863	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq2864	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2865	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Microlunatus; none
seq2866	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; none
seq2867	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Anseongella; none
seq2868	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq2869	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Ulvibacter; none
seq2870	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; formosensis
seq2871	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq2872	none; none; none; none; none; none; none
seq2873	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Atopostipes; suicloacalis
seq2874	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq2875	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Sinibacillus; soli
seq2876	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2877	Bacteria; Actinobacteria; Actinobacteria; Glycomycetales; Glycomycetaceae; Glycomyces; none
seq2878	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq2879	Eukaryota; none; none; none; none; none; none
seq2880	Bacteria; Chloroflexi; Anaerolineae; Caldilineales; Caldilineaceae; none; none
seq2881	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq2882	Bacteria; Actinobacteria; Actinobacteria; Frankiales; none; none; none
seq2883	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq2884	Bacteria; Firmicutes; none; none; none; none; none
seq2885	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq2886	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq2887	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq2888	Eukaryota; none; none; none; none; none; none
seq2889	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq2890	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; none; none; none
seq2891	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Pusillimonas; none
seq2892	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq2893	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; none; none
seq2894	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Leucobacter; none
seq2895	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; none; none
seq2896	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq2897	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq2898	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2899	Bacteria; Firmicutes; Clostridia; Clostridiales; Caldicoprobacteraceae; Caldicoprobacter; none
seq2900	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq2901	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2902	Eukaryota; none; none; none; none; none; none
seq2903	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelothrix; none
seq2904	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq2905	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Paenalcaligenes; none
seq2906	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq2907	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq2908	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq2909	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Paenalcaligenes; none
seq2910	Bacteria; Firmicutes; Clostridia; Clostridiales; Caldicoprobacteraceae; Caldicoprobacter; none
seq2911	Bacteria; Verrucomicrobia; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq2912	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq2913	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium_1; none
seq2914	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2915	Eukaryota; none; none; none; none; none; none
seq2916	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq2917	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Paenalcaligenes; none
seq2918	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq2919	Eukaryota; none; none; none; none; none; none
seq2920	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus; indicireducens
seq2921	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2922	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae; Alcanivorax; none
seq2923	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; none; none; none
seq2924	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq2925	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq2926	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Burkholderia-Caballeronia-Paraburkholderia; none
seq2927	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq2928	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; Iamiaceae; Iamia; none
seq2929	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq2930	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2931	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; Nonomuraea; flavida
seq2932	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XVIII; Symbiobacterium; thermophilum
seq2933	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Paenalcaligenes; none
seq2934	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelothrix; none
seq2935	Bacteria; Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae; Geminicoccus; none
seq2936	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq2937	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2938	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Laceyella; none
seq2939	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XVIII; Symbiobacterium; thermophilum
seq2940	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq2941	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2942	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Lysinibacillus; none
seq2943	Eukaryota; none; none; none; none; none; none
seq2944	Eukaryota; none; none; none; none; none; none
seq2945	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2946	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; none; none; none
seq2947	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; maritimus
seq2948	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Lentibacillus; none
seq2949	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq2950	Bacteria; Gemmatimonadetes; S0134_terrestrial_group; none; none; none; none
seq2951	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharomonospora; none
seq2952	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Roseiarcus; none
seq2953	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Weeksellaceae; Moheibacter; none
seq2954	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq2955	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; none; none; none
seq2956	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; none; none; none
seq2957	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq2958	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq2959	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; composti
seq2960	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq2961	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Intrasporangiaceae; none; none
seq2962	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Sporosarcina; none
seq2963	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq2964	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Promicromonosporaceae; Cellulosimicrobium; none
seq2965	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq2966	Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Steroidobacter; none
seq2967	Bacteria; Firmicutes; Clostridia; M55-D21; none; none; none
seq2968	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2969	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_3; Brassicibacter; none
seq2970	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_2; Alkaliphilus; none
seq2971	Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Trueperaceae; Truepera; none
seq2972	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tissierella; none
seq2973	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_13; none
